1155 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
1158 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:os.version=4.8.0-53-generic
1158 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:user.name=ce-27
1158 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:user.home=/home/ce-27
1158 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:user.dir=/home/ce-27/ce-27/storm/apache-storm-0.9.6/examples/storm-twitter-word-count
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:host.name=storm-ce27
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.version=1.8.0_151
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.vendor=Oracle Corporation
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.home=/usr/lib/jvm/java-8-openjdk-amd64/jre
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.class.path=/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/log4j-over-slf4j-1.6.6.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/tools.macro-0.1.0.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/carbonite-1.4.0.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/commons-lang-2.5.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/logback-classic-1.0.13.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/commons-logging-1.1.3.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/slf4j-api-1.7.5.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/joda-time-2.0.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/math.numeric-tower-0.0.1.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/objenesis-1.2.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/snakeyaml-1.11.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/jgrapht-core-0.9.0.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/compojure-1.1.3.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/tools.logging-0.2.3.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/minlog-1.2.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/commons-codec-1.6.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/ring-devel-0.3.11.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/jetty-6.1.26.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/asm-4.0.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/tools.cli-0.2.4.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/clj-time-0.4.1.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/storm-core-0.9.6.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/clout-1.0.1.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/hiccup-0.3.6.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/logback-core-1.0.13.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/core.incubator-0.1.0.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/clojure-1.5.1.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/jetty-util-6.1.26.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/servlet-api-2.5.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/ring-servlet-0.3.11.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/commons-fileupload-1.2.1.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/jline-2.11.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/ring-core-1.1.5.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/json-simple-1.1.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/clj-stacktrace-0.2.2.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/ring-jetty-adapter-0.3.11.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/reflectasm-1.07-shaded.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/kryo-2.21.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/chill-java-0.3.5.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/disruptor-2.10.4.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/commons-io-2.4.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/lib/commons-exec-1.1.jar:./target/storm-twitter-word-count-jar-with-dependencies.jar:/home/ce-27/ce-27/storm/apache-storm-0.9.6/conf:/home/ce-27/ce-27/storm/apache-storm-0.9.6/bin
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.library.path=/usr/local/lib:/opt/local/lib:/usr/lib
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.io.tmpdir=/tmp
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.compiler=<NA>
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:os.name=Linux
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:os.arch=amd64
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:os.version=4.8.0-53-generic
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:user.name=ce-27
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:user.home=/home/ce-27
1165 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:user.dir=/home/ce-27/ce-27/storm/apache-storm-0.9.6/examples/storm-twitter-word-count
1504 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /tmp/59f93b09-0202-4f15-99b6-63b17c0fb705/version-2 snapdir /tmp/59f93b09-0202-4f15-99b6-63b17c0fb705/version-2
1508 [main] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - binding to port 0.0.0.0/0.0.0.0:2000
1510 [main] INFO  backtype.storm.zookeeper - Starting inprocess zookeeper at port 2000 and dir /tmp/59f93b09-0202-4f15-99b6-63b17c0fb705
1609 [main] INFO  backtype.storm.daemon.nimbus - Starting Nimbus with conf {"dev.zookeeper.path" "/tmp/dev-storm-zookeeper", "topology.tick.tuple.freq.secs" nil, "topology.builtin.metrics.bucket.size.secs" 60, "topology.fall.back.on.java.serialization" true, "topology.max.error.report.per.interval" 5, "zmq.linger.millis" 0, "topology.skip.missing.kryo.registrations" true, "storm.messaging.netty.client_worker_threads" 1, "ui.childopts" "-Xmx768m", "storm.zookeeper.session.timeout" 20000, "nimbus.reassign" true, "topology.trident.batch.emit.interval.millis" 50, "storm.messaging.netty.flush.check.interval.ms" 10, "nimbus.monitor.freq.secs" 10, "logviewer.childopts" "-Xmx128m", "java.library.path" "/usr/local/lib:/opt/local/lib:/usr/lib", "topology.executor.send.buffer.size" 1024, "storm.local.dir" "/tmp/ea37f605-952e-409f-96ae-78d557bc708a", "storm.messaging.netty.buffer_size" 5242880, "supervisor.worker.start.timeout.secs" 120, "topology.enable.message.timeouts" true, "nimbus.cleanup.inbox.freq.secs" 600, "nimbus.inbox.jar.expiration.secs" 3600, "drpc.worker.threads" 64, "storm.meta.serialization.delegate" "backtype.storm.serialization.DefaultSerializationDelegate", "topology.worker.shared.thread.pool.size" 4, "nimbus.host" "nimbus", "storm.messaging.netty.min_wait_ms" 100, "storm.zookeeper.port" 2000, "transactional.zookeeper.port" nil, "topology.executor.receive.buffer.size" 1024, "transactional.zookeeper.servers" nil, "storm.zookeeper.root" "/storm", "storm.zookeeper.retry.intervalceiling.millis" 30000, "supervisor.enable" true, "storm.messaging.netty.server_worker_threads" 1, "storm.zookeeper.servers" ["localhost"], "transactional.zookeeper.root" "/transactional", "topology.acker.executors" nil, "topology.transfer.buffer.size" 1024, "topology.worker.childopts" nil, "drpc.queue.size" 128, "worker.childopts" "-Xmx768m", "supervisor.heartbeat.frequency.secs" 5, "topology.error.throttle.interval.secs" 10, "zmq.hwm" 0, "drpc.port" 3772, "supervisor.monitor.frequency.secs" 3, "drpc.childopts" "-Xmx768m", "topology.receiver.buffer.size" 8, "task.heartbeat.frequency.secs" 6, "topology.tasks" nil, "storm.messaging.netty.max_retries" 300, "topology.spout.wait.strategy" "backtype.storm.spout.SleepSpoutWaitStrategy", "nimbus.thrift.max_buffer_size" 1048576, "topology.max.spout.pending" nil, "storm.zookeeper.retry.interval" 1000, "topology.sleep.spout.wait.strategy.time.ms" 1, "nimbus.topology.validator" "backtype.storm.nimbus.DefaultTopologyValidator", "supervisor.slots.ports" [6700 6701 6702 6703], "topology.environment" nil, "topology.debug" false, "nimbus.task.launch.secs" 120, "nimbus.supervisor.timeout.secs" 60, "topology.message.timeout.secs" 30, "task.refresh.poll.secs" 10, "topology.workers" 1, "supervisor.childopts" "-Xmx256m", "nimbus.thrift.port" 6627, "topology.stats.sample.rate" 0.05, "worker.heartbeat.frequency.secs" 1, "topology.disruptor.wait.timeout.millis" 1000, "topology.tuple.serializer" "backtype.storm.serialization.types.ListDelegateSerializer", "topology.disruptor.wait.strategy" "com.lmax.disruptor.BlockingWaitStrategy", "topology.multilang.serializer" "backtype.storm.multilang.JsonSerializer", "nimbus.task.timeout.secs" 30, "storm.zookeeper.connection.timeout" 15000, "topology.kryo.factory" "backtype.storm.serialization.DefaultKryoFactory", "drpc.invocations.port" 3773, "logviewer.port" 8000, "zmq.threads" 1, "storm.zookeeper.retry.times" 5, "topology.worker.receiver.thread.count" 1, "storm.thrift.transport" "backtype.storm.security.auth.SimpleTransportPlugin", "topology.state.synchronization.timeout.secs" 60, "supervisor.worker.timeout.secs" 30, "nimbus.file.copy.expiration.secs" 600, "storm.messaging.transport" "backtype.storm.messaging.netty.Context", "logviewer.appender.name" "A1", "storm.messaging.netty.max_wait_ms" 1000, "drpc.request.timeout.secs" 600, "storm.local.mode.zmq" false, "ui.port" 8080, "nimbus.childopts" "-Xmx1024m", "storm.cluster.mode" "local", "topology.max.task.parallelism" nil, "storm.messaging.netty.transfer.batch.size" 262144, "topology.classpath" nil}
1613 [main] INFO  backtype.storm.daemon.nimbus - Using default scheduler
1619 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
1648 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
1650 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@42b21d99
1658 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
1697 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
1697 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:42694
1701 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:42694
1703 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.persistence.FileTxnLog - Creating new log file: log.1
1737 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x16214c4f12a0000 with negotiated timeout 20000 for client /127.0.0.1:42694
1737 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x16214c4f12a0000, negotiated timeout = 20000
1738 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
1739 [main-EventThread] INFO  backtype.storm.zookeeper - Zookeeper state update: :connected:none
2778 [ProcessThread(sid:0 cport:-1):] INFO  org.apache.storm.zookeeper.server.PrepRequestProcessor - Processed session termination for sessionid: 0x16214c4f12a0000
2786 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Session: 0x16214c4f12a0000 closed
2786 [main-EventThread] INFO  org.apache.storm.zookeeper.ClientCnxn - EventThread shut down
2787 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxn - Closed socket connection for client /127.0.0.1:42694 which had sessionid 0x16214c4f12a0000
2788 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
2788 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
2789 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000/storm sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@4c4f4365
2790 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
2790 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
2790 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:42696
2790 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:42696
2808 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x16214c4f12a0001 with negotiated timeout 20000 for client /127.0.0.1:42696
2808 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x16214c4f12a0001, negotiated timeout = 20000
2808 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
2887 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
2887 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
2888 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@3f4b840d
2888 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
2889 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
2889 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:42698
2889 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:42698
2897 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x16214c4f12a0002 with negotiated timeout 20000 for client /127.0.0.1:42698
2898 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x16214c4f12a0002, negotiated timeout = 20000
2898 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
2898 [main-EventThread] INFO  backtype.storm.zookeeper - Zookeeper state update: :connected:none
2900 [ProcessThread(sid:0 cport:-1):] INFO  org.apache.storm.zookeeper.server.PrepRequestProcessor - Processed session termination for sessionid: 0x16214c4f12a0002
2911 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Session: 0x16214c4f12a0002 closed
2911 [main-EventThread] INFO  org.apache.storm.zookeeper.ClientCnxn - EventThread shut down
2911 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
2911 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxn - Closed socket connection for client /127.0.0.1:42698 which had sessionid 0x16214c4f12a0002
2911 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
2911 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000/storm sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@8d7b252
2912 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
2913 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
2913 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:42700
2913 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
2913 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:42700
2913 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
2913 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@58496dc
2914 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
2914 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
2914 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:42702
2914 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:42702
2922 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x16214c4f12a0003 with negotiated timeout 20000 for client /127.0.0.1:42700
2922 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x16214c4f12a0003, negotiated timeout = 20000
2923 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
2935 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x16214c4f12a0004 with negotiated timeout 20000 for client /127.0.0.1:42702
2936 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x16214c4f12a0004, negotiated timeout = 20000
2936 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
2936 [main-EventThread] INFO  backtype.storm.zookeeper - Zookeeper state update: :connected:none
2937 [ProcessThread(sid:0 cport:-1):] INFO  org.apache.storm.zookeeper.server.PrepRequestProcessor - Processed session termination for sessionid: 0x16214c4f12a0004
2947 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Session: 0x16214c4f12a0004 closed
2947 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxn - Closed socket connection for client /127.0.0.1:42702 which had sessionid 0x16214c4f12a0004
2947 [main-EventThread] INFO  org.apache.storm.zookeeper.ClientCnxn - EventThread shut down
2947 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
2948 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
2948 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000/storm sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@7a5b769b
2949 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
2949 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
2949 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:42704
2949 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:42704
2959 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x16214c4f12a0005 with negotiated timeout 20000 for client /127.0.0.1:42704
2959 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x16214c4f12a0005, negotiated timeout = 20000
2959 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
